,Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription,Code
1111,1112,2000,11.0,4.0,19.0,30.0,0.0,1,8,,,,0,Usa,"POINTNanARGUELLO,NanS.NanCALIFORNIA",34.5,-120.65,4.6,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
1112,1113,2000,11.0,16.0,4.0,54.0,55.9,4,1,8.0,,,0,Papua New Guinea,BISMARCKNanSEA,-4.001,152.327,3.0,9,,,,,,,,,,,2.0,,,,,2.0,1.0,,,,,,2.0,,3.0,,,PNG
1113,1114,2000,11.0,21.0,18.0,4.0,50.0,4,8,,,,1,Greenland,"PAATUUT,NanGREENLAND",70.25,-52.75,50.0,4,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,GRL
1114,1115,2001,1.0,13.0,17.0,33.0,32.3,3,1,7.7,,,0,El Salvador,ELNanSALVADOR,13.049,-88.66,0.25,1,,,,,,,,,,,,,,,,844.0,3.0,,,4723.0,4.0,753.0,4.0,108226.0,4.0,169632.0,4.0,SLV
1115,1116,2001,6.0,23.0,20.0,33.0,14.1,4,1,8.4,,,4,Peru,S.NanPERU,-16.265,-73.641,8.8,152,,,,26.0,1.0,70.0,2.0,,,,4.0,2000.0,4.0,,,103.0,3.0,138.0,3.0,2713.0,4.0,200.0,4.0,25399.0,4.0,,,PER
1116,1117,2001,10.0,12.0,5.0,2.0,34.0,4,1,6.1,,,0,Canada,QUEENNanCHARLOTTENanISLANDS,52.63,-132.2,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
1117,1118,2001,12.0,18.0,4.0,2.0,58.2,4,1,6.8,,,0,Taiwan,TAIWAN,23.954,122.734,0.16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1119,2002,1.0,2.0,17.0,22.0,48.7,4,1,7.2,,,0,Vanuatu,VANUATUNanISLANDS,-17.6,167.856,3.0,2,,-4.64,-4.14,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,2.0,VUT
1119,1120,2002,3.0,5.0,21.0,16.0,9.1,4,1,7.5,,,0,Philippines,"MINDANAONanISLAND,NanPHILIPPINES",6.033,124.249,3.0,3,,,,,,,,,,,1.0,,,,,15.0,1.0,,,100.0,2.0,1.714,2.0,,,800.0,3.0,PHL
1120,1121,2002,3.0,24.0,,,,3,0,,,,0,Greece,DODECANESENanISLANDS,36.45,28.2,4.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,GRC
1121,1122,2002,3.0,26.0,3.0,45.0,48.7,3,1,6.4,,,0,Japan,JAPAN,23.346,124.09,0.05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1122,1123,2002,3.0,31.0,6.0,52.0,50.4,4,1,7.1,,,0,Taiwan,TAIWAN,24.279,122.179,0.2,11,,,,,,,,,,,,,,,,5.0,1.0,,,200.0,3.0,,2.0,100.0,2.0,,,
1123,1124,2002,9.0,8.0,18.0,44.0,25.5,4,1,7.6,,,0,Papua New Guinea,BISMARCKNanSEA,-3.26,142.94,5.5,88,,0.58,1.08,,,,,,,,1.0,,1.0,,,4.0,1.0,,,70.0,2.0,,3.0,,1.0,873.0,3.0,PNG
1124,1125,2002,9.0,13.0,22.0,28.0,29.4,4,1,6.5,,,0,India,"ANDAMANNanISLANDS,NanINDIA",13.036,93.068,,4,,,,,,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,2.0,40.0,1.0,,1.0,IND
1125,1126,2002,10.0,10.0,10.0,50.0,20.5,1,1,7.6,,,0,Indonesia,IRIANNanJAYA,-1.757,134.297,5.0,3,,2.32,2.82,,,,,,,,,,,,,8.0,1.0,,,632.0,3.0,,3.0,1000.0,3.0,900.0,3.0,IDN
1126,1127,2002,11.0,4.0,,,,0,8,,,,0,New Zealand,ALBERTNanTOWN,-44.7,169.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1127,1128,2002,12.0,30.0,12.0,15.0,,4,7,,4703.0,,10,Italy,STROMBOLINanISLAND,38.789,15.213,10.9,41,,,5.0,,,,,,2.0,,2.0,,,,2.0,,,,,,2.0,,2.0,,,,2.0,ITA
1128,1129,2003,1.0,20.0,8.0,43.0,6.0,4,1,7.3,,,0,Solomon Islands,SOLOMONNanISLANDS,-10.491,160.77,2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1129,1130,2003,1.0,22.0,2.0,6.0,34.6,4,1,7.5,,,1,Mexico,S.NanMEXICO,18.77,-104.104,0.61,6,,,0.5,,,,,,,,,,,,,29.0,1.0,,,300.0,3.0,,3.0,2005.0,4.0,6615.0,4.0,MEX
1130,1131,2003,5.0,21.0,18.0,44.0,20.1,4,1,6.8,,,1,Algeria,N.NanALGERIA,36.964,3.634,3.0,39,,1.0,1.5,,,,,,,,2.0,,3.0,,,2287.0,4.0,800.0,3.0,11000.0,4.0,5000.0,4.0,19000.0,4.0,163000.0,4.0,DZA
1131,1132,2003,5.0,27.0,17.0,11.0,28.8,4,1,5.7,,,0,Algeria,ALGIERS,36.939,3.578,0.08,2,,,,,,,,,,,,,,,,9.0,1.0,,,200.0,3.0,,2.0,,3.0,,,DZA
1132,1133,2003,7.0,4.0,,,,0,9,,,,0,Usa,"WARRENNanDUNES,NanMICHIGAN",,,,0,,,,7.0,1.0,,,,,,,,,,,7.0,1.0,,,,,,,,,,,USA
1133,1134,2003,7.0,12.0,,,,4,6,,4542.0,,3,Montserrat,SOUFRIERENanHILLSNanVOLCANO,16.722,-62.18,4.0,5,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,MSR
1134,1135,2003,8.0,4.0,4.0,37.0,20.1,4,1,7.6,,,0,Antarctica,SCOTIANanSEA,-60.532,-43.411,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,ATA
1135,1136,2003,8.0,14.0,5.0,14.0,54.7,3,1,6.3,,,0,Greece,IONIANNanSEA,39.16,20.605,0.5,1,,,,,,,,,,,1.0,,,,,,,,,50.0,1.0,,2.0,,,,2.0,GRC
1136,1137,2003,8.0,21.0,12.0,12.0,49.7,4,3,7.2,,,0,New Zealand,SOUTHNanISLAND,-45.104,167.144,4.0,3,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,NZL
1137,1138,2003,9.0,25.0,19.0,50.0,6.3,4,1,8.3,,,1,Japan,HOKKAIDONanISLAND,41.815,143.91,4.4,268,,,,2.0,1.0,,,,,,1.0,,,,,2.0,1.0,,,849.0,3.0,90.0,4.0,,,,,JPN
1138,1139,2003,10.0,31.0,1.0,6.0,28.2,4,1,7.0,,,0,Japan,E.NanHONSHUNanISLAND,37.812,142.619,0.32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1139,1140,2003,11.0,17.0,6.0,43.0,6.8,4,1,7.8,,,0,Usa,"RATNanISLANDS,NanALEUTIANNanISLANDS,NanAK",51.146,178.65,0.33,20,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,USA
1140,1141,2003,12.0,27.0,16.0,0.0,59.0,4,1,7.3,,,0,New Caledonia,LOYALTYNanISLANDS,-22.015,169.766,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL
1141,1142,2004,1.0,28.0,22.0,15.0,30.7,4,1,6.7,,,0,Indonesia,SERAMNanISLAND,-3.12,127.4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1142,1143,2004,2.0,11.0,8.0,15.0,3.8,4,1,5.3,,,1,Jordan,DEADNanSEA,31.675,35.551,1.0,1,,,,,,,,,,,,,,,,,,,,4.0,1.0,,2.0,,,,2.0,JOR
1143,1144,2004,8.0,24.0,,,,3,8,,,,0,France,MARSEILLES,43.3,5.37,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
1144,1145,2004,9.0,5.0,10.0,7.0,7.8,4,1,7.2,,,0,Japan,SOUTHNanCOASTNanHONSHUNanISLAND,33.07,136.618,0.63,12,,,,,,,,,,,,,,,,,,,,4.0,1.0,,1.0,,,,,JPN
1145,1146,2004,9.0,5.0,14.0,57.0,18.6,4,1,7.4,,,0,Japan,SOUTHNanCOASTNanHONSHUNanISLAND,33.184,137.071,0.93,24,,,,,,,,,,,,,,,,,,,,40.0,1.0,,1.0,,,,,JPN
1146,1147,2004,11.0,2.0,10.0,2.0,12.8,4,1,6.6,,,0,Canada,VANCOUVERNanISLAND,49.277,-128.772,0.06,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
1147,1148,2004,11.0,11.0,21.0,26.0,41.1,4,1,7.5,,,0,Indonesia,KEPULAUANNanALOR,-8.152,124.868,2.0,3,,,,,,,,,,,1.0,,,1.0,1.0,34.0,1.0,,,400.0,3.0,,3.0,781.0,3.0,16712.0,4.0,IDN
1148,1149,2004,11.0,21.0,11.0,41.0,7.7,4,1,6.3,,,1,Guadeloupe (French Territory),"BASSE-TERRE,NanLESNanSAINTES",15.679,-61.706,2.0,9,,,,,,,,,,,,,,,,1.0,1.0,,,12.0,1.0,,2.0,,3.0,,,
1149,1150,2004,11.0,22.0,20.0,26.0,23.9,4,1,7.1,,,0,New Zealand,PUYSEGURNanTRENCH,-46.676,164.721,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1150,1151,2004,11.0,28.0,18.0,32.0,14.1,4,1,7.0,,,0,Japan,HOKKAIDONanISLAND,43.006,145.119,0.12,2,,,,,,,,,,,,,,,,,,,,24.0,1.0,,2.0,,,,1.0,JPN
1151,1152,2004,12.0,23.0,14.0,59.0,4.4,4,1,8.1,,,0,Australia,MACQUARIENanISLAND,-49.312,161.345,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUS
1152,1153,2004,12.0,26.0,0.0,58.0,53.4,4,1,9.1,,,146,Indonesia,OFFNanW.NanCOASTNanOFNanSUMATRA,3.316,95.854,50.9,1739,,,,227899.0,4.0,,,,3.0,10000.0,4.0,,4.0,,4.0,227899.0,4.0,,,,3.0,10000.0,4.0,,4.0,,4.0,IDN
1153,1154,2005,1.0,19.0,6.0,11.0,36.4,4,1,6.6,,,0,Japan,E.NanHONSHUNanISLAND,34.064,141.491,0.39,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1154,1155,2005,2.0,14.0,18.0,5.0,59.3,3,1,5.8,,,0,Guadeloupe (French Territory),DOMINICANanPASSAGE,15.775,-61.744,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,1156,2005,3.0,28.0,16.0,9.0,36.5,4,1,8.6,,,1,Indonesia,INDONESIA,2.085,97.108,4.2,73,,,,10.0,1.0,,,,,,1.0,,,,,1313.0,4.0,,,340.0,3.0,,4.0,300.0,3.0,,,IDN
1156,1157,2005,4.0,10.0,10.0,29.0,11.2,4,1,6.7,,,0,Indonesia,KEPULAUANNanMENTAWAI,-1.644,99.607,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1157,1158,2005,6.0,15.0,2.0,50.0,53.1,4,1,7.2,,,0,Usa,N.NanCALIFORNIA,41.301,-125.97,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1158,1159,2005,8.0,16.0,2.0,46.0,28.4,4,1,7.2,,,0,Japan,E.NanCOASTNanHONSHUNanISLAND,38.276,142.039,0.05,1,,,,,,,,,,,,,,,,,,,,56.0,2.0,,1.0,1.0,1.0,,,JPN
1159,1160,2005,11.0,14.0,21.0,38.0,51.4,4,1,7.0,,,0,Japan,E.NanCOASTNanHONSHUNanISLAND,38.107,144.896,0.42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1160,1161,2005,12.0,9.0,1.0,57.0,,4,9,,,,0,Canada,BRITISHNanCOLUMBIA,,,0.08,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAN
1161,1162,2006,1.0,1.0,7.0,11.0,57.0,3,1,5.6,7540.0,,0,Japan,S.NanOFNanHONSHUNanISLAND,31.394,140.131,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1162,1163,2006,3.0,14.0,6.0,57.0,33.8,4,1,6.7,,,0,Indonesia,SERAMNanISLAND,-3.595,127.214,3.5,1,,,,4.0,1.0,,,,,,2.0,241.0,3.0,,,4.0,1.0,,,,,1.0,2.0,241.0,3.0,,,IDN
1163,1164,2006,5.0,3.0,15.0,26.0,40.2,4,1,8.0,,,0,Tonga,TONGA,-20.187,-174.123,0.27,55,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,TON
1164,1165,2006,5.0,20.0,11.0,20.0,,4,6,,4623.0,,0,Montserrat,SOUFRIERENanHILLSNanVOLCANO,16.722,-62.18,1.0,4,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,MSR
1165,1166,2006,6.0,15.0,,,,4,9,,,,0,Spain,"CIUTADELLA,NanMENORCANanISLAND",40.0,3.83,6.0,1,,,,,,,,,,33.0,4.0,,,,,,,,,,,33.0,4.0,,,,,ESP
1166,1167,2006,7.0,17.0,8.0,19.0,28.7,4,1,7.7,,,4,Indonesia,SOUTHNanOFNanJAVA,-9.254,107.411,20.9,211,8.1,,,802.0,3.0,,,498.0,3.0,55.0,4.0,1623.0,4.0,,,802.0,3.0,,,498.0,3.0,55.0,4.0,1623.0,4.0,,,IDN
1167,1168,2006,8.0,27.0,,,,2,9,,,,0,South Korea,YELLOWNanSEA,,,,1,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1168,1169,2006,9.0,28.0,6.0,22.0,9.7,4,1,6.9,,,0,Samoa,SAMOANanISLANDS,-16.592,-172.033,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,WSM
1169,1170,2006,10.0,15.0,17.0,7.0,49.2,4,1,6.7,,,0,Usa,HAWAII,19.878,-155.935,0.1,1,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,USA
1170,1171,2006,11.0,13.0,8.0,2.0,44.4,4,1,5.2,,,0,Taiwan,SOUTHNanCHINANanSEA,20.656,119.997,0.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1172,2006,11.0,15.0,11.0,14.0,13.5,4,1,8.3,,,3,Russia,S.NanKURILNanISLANDS,46.592,153.266,21.9,259,,,,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,2.0,,,,,
1172,1173,2006,12.0,26.0,12.0,26.0,21.4,4,1,7.0,,,0,Taiwan,TAIWAN,21.799,120.547,0.12,7,,,,,,,,,,,,,,,,2.0,1.0,,,40.0,1.0,,1.0,,2.0,,,
1173,1174,2007,1.0,13.0,4.0,23.0,21.1,4,1,8.1,,,1,Russia,S.NanKURILNanISLANDS,46.243,154.524,0.4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1175,2007,3.0,25.0,0.0,40.0,1.6,4,1,7.1,,,0,Vanuatu,VANUATUNanISLANDS,-20.617,169.357,0.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1175,1176,2007,3.0,25.0,0.0,41.0,57.8,4,1,6.7,,,0,Japan,HONSHU:NanWNanCOAST,37.336,136.588,0.1,3,,,,,,,,,,,,,,,,1.0,1.0,,,359.0,3.0,,3.0,13556.0,4.0,,,JPN
1176,1177,2007,3.0,31.0,,,,3,9,,,,0,South Korea,YELLOWNanSEA,,,1.65,2,,,,4.0,1.0,,,,,2.0,2.0,,,,1.0,4.0,1.0,,,,,2.0,2.0,,,,1.0,
1177,1178,2007,4.0,1.0,20.0,39.0,56.3,4,1,8.1,,,0,Solomon Islands,SOLOMONNanISLANDS,-8.46,157.044,12.1,247,,,,50.0,1.0,,,,,,3.0,2500.0,4.0,,,52.0,2.0,,,,,,3.0,2500.0,4.0,500.0,3.0,SLB
1178,1179,2007,4.0,21.0,17.0,53.0,46.3,4,3,6.2,,,0,Chile,SOUTHERNNanCHILE,-45.285,-72.606,50.0,7,,,,8.0,1.0,,,,,,1.0,,,,,10.0,1.0,,,,,,1.0,,,2.0,1.0,CHL
1179,1180,2007,5.0,7.0,,,,2,8,,,,0,Bulgaria,BLACKNanSEA,43.0,29.0,3.0,2,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,BGR
1180,1181,2007,5.0,19.0,,,,3,7,,7524.0,,0,Papua New Guinea,"RITTERNanISLAND,NanPAPUANanNEWNanGUINEA",-5.52,148.121,10.0,2,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,PNG
1181,1182,2007,6.0,15.0,,,,0,8,,,,0,China,"DAYANTANG,NanENSHI",30.394,110.16,50.0,8,,,,8.0,1.0,,,,,,2.0,,,,,8.0,1.0,,,,,,2.0,15.0,1.0,,,CHN
1182,1183,2007,7.0,16.0,1.0,13.0,22.0,4,1,6.6,,,0,Japan,HONSHU:NanWNanCOAST,37.57,138.478,,1,,,,,,,,,,,,,,,,9.0,1.0,,,1088.0,4.0,,3.0,875.0,3.0,,,JPN
1183,1184,2007,8.0,2.0,2.0,37.0,42.3,4,1,6.2,,,0,Russia,TATARNanSTRAIT,47.116,141.798,3.2,18,,,,,,,,,,,,,,,,2.0,1.0,,,12.0,1.0,,1.0,11.0,1.0,20.0,1.0,
1184,1185,2007,8.0,2.0,3.0,21.0,42.8,4,1,6.7,,,0,Usa,"ALEUTIANNanISLANDS,NanAK",51.307,-179.971,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1185,1186,2007,8.0,15.0,23.0,40.0,57.8,4,1,8.0,,,0,Peru,S.NanPERU,-13.386,-76.603,10.05,135,,,,3.0,1.0,,,,,,1.0,,1.0,,,514.0,3.0,,,1090.0,4.0,,4.0,52154.0,4.0,23632.0,4.0,PER
1186,1187,2007,9.0,2.0,1.0,5.0,18.1,4,1,7.2,,,0,Solomon Islands,SANTANanCRUZNanISLANDS,-11.61,165.762,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1187,1188,2007,9.0,12.0,11.0,10.0,26.8,4,1,8.4,,,0,Indonesia,SUMATRA,-4.438,101.367,5.0,56,,,,,,,,,,,1.0,,,,2.0,25.0,1.0,,,161.0,3.0,,3.0,56425.0,4.0,,,IDN
1188,1189,2007,9.0,30.0,5.0,23.0,34.0,4,1,7.4,,,0,New Zealand,AUCKLANDNanISLANDS,-49.418,163.954,0.35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1189,1190,2007,11.0,14.0,15.0,40.0,50.5,4,1,7.7,,,0,Chile,NORTHERNNanCHILE,-22.247,-69.89,0.28,6,,,,,,,,,,,,,,,,2.0,1.0,,,65.0,2.0,,3.0,,4.0,,,CHL
1190,1191,2007,11.0,29.0,19.0,0.0,20.4,1,1,7.4,,,0,Martinique (French Territory),MARTINIQUE,14.944,-61.274,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1192,2007,12.0,4.0,,,,4,8,,,,0,Canada,"CHEHALISNanLAKE,NanCHILLIWACK",49.475,-121.847,38.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,CAN
1192,1193,2007,12.0,9.0,7.0,28.0,20.8,4,1,7.8,,,0,Kermadec Islands,KERMADECNanISLANDS,-25.996,-177.514,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,1194,2008,2.0,25.0,8.0,36.0,33.0,4,1,6.5,,,0,Indonesia,SUMATRA,-2.486,99.972,0.12,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,IDN
1194,1195,2008,4.0,9.0,12.0,46.0,12.7,4,1,7.3,,,0,New Caledonia,LOYALTYNanISLANDS,-20.071,168.892,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL
1195,1196,2008,4.0,28.0,18.0,33.0,34.2,1,1,6.4,,,0,Vanuatu,VANUATUNanISLANDS,-19.941,168.953,0.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1196,1197,2008,5.0,4.0,,,,3,9,,,,0,South Korea,YELLOWNanSEA,,,1.3,2,,,,9.0,1.0,,,15.0,1.0,,,,,,,9.0,1.0,,,15.0,1.0,,,,,,,
1197,1198,2008,5.0,12.0,6.0,28.0,0.5,0,1,7.9,,,0,China,SICHUANNanPROVINCE,30.98,103.396,,1,,,,,,,,,,,,,,,,87652.0,4.0,,,374171.0,4.0,86000.0,4.0,5360000.0,4.0,,,CHN
1198,1199,2008,7.0,19.0,2.0,39.0,28.7,4,1,6.9,,,0,Japan,OFFNanEASTNanCOASTNanOFNanHONSHUNanISLAND,37.552,142.214,0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1199,1200,2008,8.0,8.0,,,,4,6,,4924.0,,0,Usa,"KASATOCHINanVOLCANO,NanALEUTIANNanIS,NanAK",52.18,-175.5,0.19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1200,1201,2008,8.0,20.0,23.0,0.0,0.0,3,0,,,,0,South Africa,SOUTHERNNanATLANTICNanOCEAN,-28.5,13.2,2.55,2,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,ZAF
1201,1202,2008,9.0,11.0,0.0,20.0,50.9,4,1,6.8,,,0,Japan,HOKKAIDONanISLAND,41.892,143.754,0.09,1,,,,,,,,,,,,,,,,6.0,1.0,,,77.0,2.0,,3.0,,,1000.0,3.0,JPN
1202,1203,2008,10.0,28.0,,,,3,9,,,,0,Usa,MAINE,43.8,-69.7,3.6,5,,,,,,,,,,0.02,1.0,,,,,,,,,,,0.02,1.0,,,,,USA
1203,1204,2008,11.0,16.0,17.0,2.0,32.7,4,1,7.3,,,0,Indonesia,SULAWESI,1.271,122.091,0.13,3,,,,,,,,,,,,,,,,6.0,1.0,,,77.0,2.0,,3.0,,,1000.0,3.0,IDN
1204,1205,2008,11.0,23.0,,,,0,8,,,,0,China,"WUNanGORGE,NanWUSHANNanCOUNTY",31.065,109.92,13.1,1,,,,,,,,,,0.746,1.0,,,,,,,,,,,0.746,1.0,,,,,CHN
1205,1206,2009,1.0,3.0,19.0,43.0,50.6,4,1,7.6,,,0,Indonesia,NEARNanNORTHNanCOAST,-0.414,132.885,0.39,24,,,,,,,,,,,,,,,,5.0,1.0,,,250.0,3.0,,3.0,,,840.0,3.0,IDN
1206,1207,2009,1.0,3.0,22.0,33.0,40.2,3,1,7.3,,,0,Indonesia,NEARNanNORTHNanCOAST,-0.691,133.305,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1207,1208,2009,1.0,15.0,17.0,49.0,39.0,4,1,7.4,,,0,Russia,KAMCHATKA,46.857,155.154,0.11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,1209,2009,1.0,16.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,9.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
1209,1210,2009,2.0,11.0,17.0,34.0,50.8,4,1,7.2,,,0,Indonesia,CELEBESNanSEA,3.884,126.397,0.13,1,,,,,,,,,,,,,,,,,,,,64.0,2.0,,2.0,,,597.0,3.0,IDN
1210,1211,2009,2.0,24.0,,,,4,9,,,,0,East China Sea,E.NanCHINANanSEA-S.JAPAN,,,1.45,6,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,
1211,1212,2009,3.0,19.0,18.0,17.0,40.9,4,1,7.6,,,0,Tonga,TONGA,-23.046,-174.659,0.15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,TON
1212,1213,2009,5.0,28.0,8.0,24.0,45.0,4,1,7.3,,,0,Honduras,OFFNanCOASTNanOFNanHONDURAS,16.72,-86.236,4.0,2,,,,,,,,,,,,,,,,7.0,1.0,,,40.0,1.0,,2.0,135.0,3.0,25.0,1.0,HND
1213,1214,2009,7.0,1.0,9.0,30.0,10.4,4,1,6.4,,,0,Greece,CRETE,34.164,25.471,0.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
1214,1215,2009,7.0,15.0,9.0,22.0,29.0,4,1,7.8,,,1,New Zealand,OFFNanWESTNanCOASTNanOFNanSOUTHNanISLAND,-45.762,166.562,0.47,10,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,NZL
1215,1216,2009,8.0,10.0,19.0,55.0,35.6,3,1,7.5,,,0,India,ANDAMANNanISLANDS,14.099,92.888,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND
1216,1217,2009,8.0,10.0,20.0,7.0,9.1,4,1,6.4,,,0,Japan,HONSHU:NanSNanCOAST,34.743,138.264,0.6,5,,,,,,,,,,,,,,,,1.0,1.0,,,123.0,3.0,,3.0,5192.0,4.0,,,JPN
1217,1218,2009,8.0,16.0,7.0,38.0,21.7,4,1,6.7,,,0,Indonesia,SUMATRA,-1.479,99.49,0.18,1,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,IDN
1218,1219,2009,8.0,25.0,,,,0,8,,,,0,Usa,"COLUMBIANanRIVERNanVALLEY,NanWA",,,,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
1219,1220,2009,9.0,2.0,7.0,55.0,1.0,4,1,7.0,,,0,Indonesia,JAVANanSEA,-7.782,107.297,0.4,2,,,,,,,,,,,,,,,,81.0,2.0,,,1297.0,4.0,,3.0,,,54000.0,4.0,IDN
1220,1221,2009,9.0,29.0,17.0,48.0,10.9,4,1,8.1,,,8,Samoa,SAMOANanISLANDS,-15.489,-172.095,22.35,626,,,,192.0,3.0,,,7.0,1.0,285.0,4.0,,,,,192.0,3.0,,,7.0,1.0,285.0,4.0,,,,,WSM
1221,1222,2009,9.0,30.0,10.0,16.0,9.2,4,1,7.5,,,0,Indonesia,SUMATRA,-0.72,99.867,0.27,1,,,,,,,,,,,,,,,,1117.0,4.0,,,1214.0,4.0,2200.0,4.0,,3.0,181665.0,4.0,IDN
1222,1223,2009,10.0,7.0,22.0,3.0,14.4,4,1,7.6,,,0,Vanuatu,VANUATUNanISLANDS,-13.006,166.51,0.29,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1223,1224,2010,1.0,2.0,,,,2,9,,,,0,South Korea,CHEJUNan(JEJU)NanSTRAIT,,,,0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
1224,1225,2010,1.0,3.0,21.0,48.0,5.3,4,1,6.6,,,0,Solomon Islands,SOLOMONNanISLANDS,-8.743,157.477,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1225,1226,2010,1.0,3.0,22.0,36.0,27.9,4,1,7.1,,,0,Solomon Islands,SOLOMONNanISLANDS,-8.799,157.346,7.52,51,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,16.0,1.0,60.0,2.0,SLB
1226,1227,2010,1.0,5.0,12.0,15.0,32.2,4,1,6.8,,,0,Solomon Islands,SOLOMONNanISLANDS,-9.019,157.551,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
